"","K543R.bam","K544R.bam","K545L.bam","K546R.bam","V541L.bam","V542L.bam","V548L.bam","V550L.bam"
"ENSRNOG00000052293",3,5,1,1,4,4,4,0
"ENSRNOG00000030404",97,86,77,94,64,68,79,97
"ENSRNOG00000035506",0,0,0,0,0,0,0,0
"ENSRNOG00000017922",85,71,85,108,104,127,115,87
"ENSRNOG00000017976",7,3,16,8,4,8,5,2
"ENSRNOG00000030788",2,0,0,0,1,0,0,0
"ENSRNOG00000018078",0,0,0,0,0,0,0,0
"ENSRNOG00000018106",411,543,408,570,477,427,391,462
"ENSRNOG00000018083",21,13,14,19,25,23,14,11
"ENSRNOG00000053276",0,1,0,0,0,0,0,0
"ENSRNOG00000018164",4090,5122,4082,4502,5029,5067,5161,6507
"ENSRNOG00000026503",23,30,36,24,16,18,27,20
"ENSRNOG00000026408",72,61,65,83,41,82,80,62
"ENSRNOG00000054893",0,0,0,2,0,0,0,0
"ENSRNOG00000018394",0,0,0,0,0,0,0,0
"ENSRNOG00000018411",574,713,695,714,804,762,923,835
"ENSRNOG00000016906",66,64,77,110,98,65,80,71
"ENSRNOG00000017054",2,3,1,4,4,5,1,2
"ENSRNOG00000017079",361,427,342,260,244,275,338,254
"ENSRNOG00000052319",27,23,47,23,21,13,29,15
"ENSRNOG00000017118",3,6,4,9,9,9,5,5
"ENSRNOG00000017227",1177,1446,1182,1394,1395,1221,1454,1746
"ENSRNOG00000017608",793,940,739,989,833,922,1120,1239
"ENSRNOG00000017716",0,0,0,0,0,0,0,0
"ENSRNOG00000017854",6401,7836,6850,8295,6386,5615,8049,11085
"ENSRNOG00000017975",82,104,134,138,83,89,91,80
"ENSRNOG00000025385",116,220,181,224,202,175,169,235
"ENSRNOG00000025375",1,4,1,0,0,4,1,1
"ENSRNOG00000018042",505,625,539,645,650,622,597,696
"ENSRNOG00000018176",3972,4580,3945,4395,4486,4530,5301,6634
"ENSRNOG00000059820",0,0,0,0,2,0,1,0
"ENSRNOG00000018627",255,423,400,382,352,303,316,336
"ENSRNOG00000018873",919,936,815,939,761,1035,1234,1327
"ENSRNOG00000025075",200,242,230,189,324,361,306,347
"ENSRNOG00000053502",497,566,544,620,501,573,657,600
"ENSRNOG00000049574",0,0,0,0,0,0,0,0
"ENSRNOG00000019270",0,0,0,0,3,1,1,0
"ENSRNOG00000019283",0,0,0,0,0,0,0,0
"ENSRNOG00000056725",1,0,0,0,0,0,0,0
"ENSRNOG00000019319",442,468,350,471,509,479,629,522
"ENSRNOG00000033196",0,1,0,0,0,0,0,0
"ENSRNOG00000028974",25,26,33,48,18,35,27,31
"ENSRNOG00000019413",218,278,179,255,305,358,282,367
"ENSRNOG00000019491",2138,2644,1966,2678,2812,2543,2618,2889
"ENSRNOG00000019555",2048,2170,1820,1994,1938,1910,2033,2105
"ENSRNOG00000019560",1140,1288,923,773,1328,1174,1206,1052
"ENSRNOG00000035601",0,0,0,0,0,0,0,0
"ENSRNOG00000019687",0,0,0,0,0,0,0,0
"ENSRNOG00000051149",0,0,0,0,0,0,0,0
"ENSRNOG00000019693",449,536,414,564,496,480,566,626
"ENSRNOG00000044463",0,0,0,0,0,0,0,0
"ENSRNOG00000019706",12,22,10,10,14,19,8,9
"ENSRNOG00000019730",2507,3068,2582,2747,1995,2341,2552,2847
"ENSRNOG00000019890",1,2,0,2,0,0,0,0
"ENSRNOG00000019902",0,0,0,1,0,0,0,0
"ENSRNOG00000019936",291,437,326,332,381,304,370,390
"ENSRNOG00000023434",44,57,37,51,63,44,45,46
"ENSRNOG00000020016",1053,1254,1240,1384,985,939,1166,914
"ENSRNOG00000020124",14,14,18,16,19,9,20,12
"ENSRNOG00000000417",3589,3903,3726,3838,3599,3381,3962,3570
"ENSRNOG00000020150",116,158,128,144,145,152,121,165
"ENSRNOG00000020175",340,406,309,370,428,401,477,556
"ENSRNOG00000036817",4,6,3,1,11,2,7,2
"ENSRNOG00000020188",182,247,184,280,200,189,211,221
"ENSRNOG00000020242",0,0,1,1,0,0,0,0
"ENSRNOG00000020251",0,0,0,0,0,0,0,0
"ENSRNOG00000020293",0,3,0,1,6,1,0,0
"ENSRNOG00000020347",2387,2734,2167,2649,2051,2201,2878,2584
"ENSRNOG00000020371",242,348,270,343,328,334,390,326
"ENSRNOG00000020393",345,467,446,527,473,456,526,559
"ENSRNOG00000051224",0,0,0,0,3,0,0,0
"ENSRNOG00000020425",1423,1880,1388,1513,1289,1307,1581,1623
"ENSRNOG00000062114",0,0,0,0,0,0,0,0
"ENSRNOG00000045752",2760,3084,2487,2422,3658,3069,4235,4426
"ENSRNOG00000055775",0,0,0,0,0,0,0,0
"ENSRNOG00000030042",0,0,0,0,0,0,0,0
"ENSRNOG00000018541",0,0,0,0,0,0,0,0
"ENSRNOG00000051318",0,0,0,0,0,0,0,0
"ENSRNOG00000012071",0,0,0,0,0,0,0,0
"ENSRNOG00000059027",506,681,543,517,467,305,428,311
"ENSRNOG00000018537",1,2,1,1,0,0,0,0
"ENSRNOG00000018517",615,702,685,712,620,615,657,964
"ENSRNOG00000018514",0,0,0,0,0,0,0,2
"ENSRNOG00000018512",0,0,0,0,0,0,0,0
"ENSRNOG00000018508",0,0,0,0,0,0,0,0
"ENSRNOG00000018506",0,0,0,0,0,0,0,0
"ENSRNOG00000018503",6,8,7,8,9,5,8,3
"ENSRNOG00000018501",0,0,0,0,0,0,0,0
"ENSRNOG00000018497",0,0,0,0,0,0,0,0
"ENSRNOG00000050377",0,0,0,0,0,0,0,0
"ENSRNOG00000047148",0,0,0,0,0,0,3,0
"ENSRNOG00000047229",223,301,244,285,226,246,241,233
"ENSRNOG00000048369",0,0,0,0,0,0,0,0
"ENSRNOG00000018551",1,0,0,0,0,0,0,0
"ENSRNOG00000054972",6,4,0,0,2,1,6,7
"ENSRNOG00000061614",6,5,1,0,0,5,1,0
"ENSRNOG00000050496",1,6,0,1,0,1,0,1
"ENSRNOG00000052871",0,0,0,0,0,0,0,0
"ENSRNOG00000018606",412,675,469,592,636,763,496,594
"ENSRNOG00000018612",0,0,1,0,1,0,0,0
"ENSRNOG00000015407",0,0,0,0,0,0,0,0
"ENSRNOG00000051464",1,0,0,0,2,0,2,0
"ENSRNOG00000052772",3,5,3,0,3,2,3,16
"ENSRNOG00000031110",0,0,0,0,0,0,0,0
"ENSRNOG00000048866",0,0,0,0,0,0,0,0
"ENSRNOG00000015424",0,0,0,0,0,0,0,0
"ENSRNOG00000015432",0,0,0,0,0,0,0,0
"ENSRNOG00000015444",0,0,0,0,0,0,0,0
"ENSRNOG00000050663",0,0,0,0,0,0,0,0
"ENSRNOG00000047871",0,0,0,0,0,0,0,0
"ENSRNOG00000048436",0,0,0,0,0,0,0,0
"ENSRNOG00000060070",2,1,0,0,1,0,0,0
"ENSRNOG00000034083",0,0,0,0,0,0,0,0
"ENSRNOG00000015649",0,0,0,0,0,0,0,0
"ENSRNOG00000015657",0,0,0,0,0,0,0,0
"ENSRNOG00000015673",0,0,0,0,0,0,0,0
"ENSRNOG00000047528",0,0,0,0,0,0,0,0
"ENSRNOG00000042648",0,0,0,0,0,0,0,0
"ENSRNOG00000015689",0,0,0,0,0,0,0,0
"ENSRNOG00000050328",0,0,0,0,0,0,0,0
"ENSRNOG00000045576",0,0,0,0,0,0,0,0
"ENSRNOG00000015760",0,0,0,0,0,0,0,0
"ENSRNOG00000015764",0,0,0,0,0,0,0,0
"ENSRNOG00000015769",0,0,0,0,0,0,0,0
"ENSRNOG00000048540",0,0,0,0,0,0,0,0
"ENSRNOG00000033200",0,0,0,0,0,0,0,0
"ENSRNOG00000050132",0,0,0,0,0,0,0,0
"ENSRNOG00000030275",0,0,0,0,0,0,0,0
"ENSRNOG00000015785",0,0,0,0,0,0,0,0
"ENSRNOG00000021332",0,0,0,0,0,0,0,0
"ENSRNOG00000021290",0,0,0,0,0,0,0,0
"ENSRNOG00000060826",0,0,0,0,0,0,0,0
"ENSRNOG00000050189",0,0,0,0,0,0,0,0
"ENSRNOG00000048810",0,0,0,0,0,0,0,0
"ENSRNOG00000015811",0,0,0,0,0,0,0,0
"ENSRNOG00000047377",0,0,0,0,0,0,0,0
"ENSRNOG00000036811",0,0,0,0,0,0,0,0
"ENSRNOG00000045808",0,0,0,0,0,0,0,0
"ENSRNOG00000015832",0,0,0,0,0,0,0,0
"ENSRNOG00000011001",0,0,0,0,0,0,0,0
"ENSRNOG00000033060",0,0,0,0,0,0,0,0
"ENSRNOG00000054543",0,0,0,0,0,0,0,0
"ENSRNOG00000061381",0,0,0,0,0,0,0,0
"ENSRNOG00000045842",0,0,0,0,0,0,0,0
"ENSRNOG00000015876",0,0,0,0,0,0,0,0
"ENSRNOG00000015885",0,0,0,0,0,0,0,0
"ENSRNOG00000015893",0,0,0,0,0,0,0,0
"ENSRNOG00000015901",0,0,0,0,0,0,0,0
"ENSRNOG00000015909",0,0,0,0,0,0,0,0
"ENSRNOG00000015919",0,0,0,0,0,0,0,0
"ENSRNOG00000054915",0,0,0,0,0,0,0,0
"ENSRNOG00000015924",0,0,0,0,0,0,0,0
"ENSRNOG00000059786",2799,3315,2685,2837,2815,1745,2314,2085
"ENSRNOG00000015940",0,0,0,0,0,0,0,0
"ENSRNOG00000048293",0,0,0,0,0,0,0,0
"ENSRNOG00000046188",0,0,0,0,0,0,0,0
"ENSRNOG00000042552",0,0,0,0,0,0,0,0
"ENSRNOG00000033350",0,0,0,0,0,0,0,0
"ENSRNOG00000049485",0,0,0,0,0,0,0,0
"ENSRNOG00000048603",0,0,0,0,0,0,0,0
"ENSRNOG00000029978",0,0,0,0,0,0,0,0
"ENSRNOG00000032984",0,0,0,0,0,0,0,0
"ENSRNOG00000016018",0,0,0,0,0,0,0,0
"ENSRNOG00000016027",0,0,0,0,0,0,0,0
"ENSRNOG00000029612",0,0,0,0,0,0,0,0
"ENSRNOG00000034039",0,0,0,0,0,0,0,0
"ENSRNOG00000016052",0,0,0,0,0,0,0,0
"ENSRNOG00000047098",0,0,0,0,0,0,0,0
"ENSRNOG00000061299",0,0,0,0,0,0,0,0
"ENSRNOG00000058105",0,0,0,0,0,0,0,0
"ENSRNOG00000030879",0,0,0,0,0,0,0,0
"ENSRNOG00000030784",0,0,0,0,0,0,0,0
"ENSRNOG00000029286",0,0,0,0,0,0,0,0
"ENSRNOG00000025163",0,0,0,0,0,0,0,0
"ENSRNOG00000050164",0,0,0,0,0,0,0,0
"ENSRNOG00000048465",0,0,0,0,0,0,0,0
"ENSRNOG00000029051",0,0,0,0,0,0,0,0
"ENSRNOG00000016661",0,0,0,0,0,0,0,0
"ENSRNOG00000043392",0,0,0,0,0,0,0,0
"ENSRNOG00000024877",0,0,0,0,0,0,0,0
"ENSRNOG00000024789",0,0,0,0,0,0,0,0
"ENSRNOG00000049544",0,0,0,0,0,0,0,0
"ENSRNOG00000042948",0,0,0,0,0,0,0,0
"ENSRNOG00000048713",0,0,0,0,0,0,0,0
"ENSRNOG00000049204",0,0,0,0,0,0,0,0
"ENSRNOG00000016946",0,0,0,0,0,0,0,0
"ENSRNOG00000016954",0,0,0,0,0,0,0,0
"ENSRNOG00000016964",0,0,0,0,0,0,0,0
"ENSRNOG00000016979",0,0,0,0,0,0,0,0
"ENSRNOG00000048582",0,0,0,0,0,0,0,0
"ENSRNOG00000016986",0,0,0,0,0,0,0,0
"ENSRNOG00000016993",0,0,0,0,0,0,0,0
"ENSRNOG00000036807",0,0,0,0,0,0,0,0
"ENSRNOG00000023833",0,0,0,0,0,0,0,0
"ENSRNOG00000017016",0,0,0,0,0,0,0,0
"ENSRNOG00000017039",0,0,0,0,0,0,0,0
"ENSRNOG00000017138",0,0,0,0,0,0,0,0
"ENSRNOG00000017143",0,0,0,0,0,0,0,0
"ENSRNOG00000017147",4,11,16,7,4,5,12,33
"ENSRNOG00000042686",373,415,507,531,402,487,447,472
"ENSRNOG00000017191",1396,1483,1450,1585,1312,1353,1363,1537
"ENSRNOG00000031202",3106,4471,3394,3619,3158,2459,3194,2832
"ENSRNOG00000017211",0,0,0,0,0,0,0,0
"ENSRNOG00000017214",0,0,0,0,0,0,0,0
"ENSRNOG00000059092",0,0,0,0,0,0,0,0
"ENSRNOG00000017234",0,0,0,0,1,1,0,0
"ENSRNOG00000047479",0,0,0,0,0,0,1,0
"ENSRNOG00000017252",0,0,0,0,0,0,0,0
"ENSRNOG00000050668",0,0,0,0,0,0,0,0
"ENSRNOG00000046999",0,0,0,0,0,0,0,0
"ENSRNOG00000049190",0,0,2,0,0,0,0,0
"ENSRNOG00000047359",0,0,0,0,0,0,0,0
"ENSRNOG00000047589",0,0,0,0,0,0,0,0
"ENSRNOG00000046945",0,0,0,0,0,0,0,0
"ENSRNOG00000043303",0,0,0,0,0,0,0,9
"ENSRNOG00000046718",0,0,0,0,0,0,0,0
"ENSRNOG00000048219",0,0,0,0,0,0,0,0
"ENSRNOG00000049739",0,0,0,0,0,0,0,0
"ENSRNOG00000057411",0,0,0,0,0,0,0,0
"ENSRNOG00000048628",1,0,0,0,0,0,0,0
"ENSRNOG00000033813",0,0,0,0,0,0,0,0
"ENSRNOG00000050959",0,0,0,0,0,0,0,0
"ENSRNOG00000027423",0,0,0,0,0,0,0,0
"ENSRNOG00000017341",0,0,0,0,0,0,0,0
"ENSRNOG00000017344",0,0,0,0,0,0,0,0
"ENSRNOG00000049981",0,0,0,0,0,0,0,0
"ENSRNOG00000017351",0,0,0,0,0,0,0,0
"ENSRNOG00000049717",0,0,0,0,0,0,0,0
"ENSRNOG00000017357",0,0,0,0,0,0,0,0
"ENSRNOG00000017362",0,0,0,0,0,0,0,0
"ENSRNOG00000017366",0,0,0,0,0,0,0,0
"ENSRNOG00000046579",0,0,0,0,0,0,0,0
"ENSRNOG00000060953",0,0,0,0,0,0,0,0
"ENSRNOG00000059331",2249,2398,2245,1919,1734,1444,1540,1593
"ENSRNOG00000017379",0,2,0,0,0,0,0,0
"ENSRNOG00000049227",0,0,0,0,0,0,0,0
"ENSRNOG00000029755",0,0,0,0,0,0,0,0
"ENSRNOG00000048852",0,0,0,0,0,0,0,0
"ENSRNOG00000017387",0,0,0,0,0,0,0,0
"ENSRNOG00000025819",0,1,3,0,0,0,0,0
"ENSRNOG00000049480",0,0,0,2,0,1,0,0
"ENSRNOG00000017408",999,1242,1227,1444,970,1167,1219,1454
"ENSRNOG00000030818",0,0,0,0,0,0,0,0
"ENSRNOG00000017609",0,0,3,1,0,2,0,0
"ENSRNOG00000017679",1,0,0,1,0,0,0,1
"ENSRNOG00000017914",0,0,0,0,0,0,0,0
"ENSRNOG00000017977",1115,1345,1210,1626,1254,1231,1344,1455
"ENSRNOG00000018020",1202,1589,1049,1364,1640,1527,1531,1907
"ENSRNOG00000018257",11,23,27,51,17,18,42,18
"ENSRNOG00000018356",589,671,658,702,619,632,707,508
"ENSRNOG00000018440",1453,1623,1424,1640,1634,1495,1608,1926
"ENSRNOG00000050846",169,196,163,198,182,156,159,178
"ENSRNOG00000051291",156,138,151,130,115,134,139,104
"ENSRNOG00000018766",183,234,234,282,229,60,240,294
"ENSRNOG00000018993",1330,1465,1267,1479,1491,1461,1522,1673
"ENSRNOG00000019178",738,804,725,870,765,671,760,827
"ENSRNOG00000019212",2525,2942,2567,3555,2044,2454,2710,2287
"ENSRNOG00000031643",18,10,19,17,10,21,22,11
"ENSRNOG00000019497",1298,1396,1304,1623,1416,1350,1458,1682
"ENSRNOG00000046061",0,0,0,0,0,0,0,0
"ENSRNOG00000045631",0,2,0,0,0,0,0,0
"ENSRNOG00000045692",0,0,0,0,0,0,0,0
"ENSRNOG00000029365",0,0,0,0,0,0,0,0
"ENSRNOG00000048223",0,0,0,0,0,0,0,0
"ENSRNOG00000048519",0,0,0,0,0,0,0,0
"ENSRNOG00000050279",0,0,0,0,0,0,0,0
"ENSRNOG00000050698",0,0,0,0,0,0,0,0
"ENSRNOG00000043455",0,0,0,0,0,0,0,0
"ENSRNOG00000050569",0,0,0,0,0,0,0,0
"ENSRNOG00000048022",0,0,0,0,0,0,0,0
"ENSRNOG00000047623",0,0,0,0,0,0,0,0
"ENSRNOG00000048930",0,0,0,0,0,0,0,0
"ENSRNOG00000019581",0,0,0,0,0,0,0,0
"ENSRNOG00000019583",0,0,0,0,0,0,0,0
"ENSRNOG00000029766",0,0,0,0,0,0,0,0
"ENSRNOG00000029142",0,0,0,0,0,0,0,0
"ENSRNOG00000019594",0,0,0,0,0,0,0,0
"ENSRNOG00000047136",0,0,0,0,0,0,0,0
"ENSRNOG00000019599",0,0,0,0,0,0,0,0
"ENSRNOG00000019600",0,0,0,0,0,0,0,0
"ENSRNOG00000049748",0,0,0,0,0,0,0,0
"ENSRNOG00000046869",0,0,0,0,0,0,0,0
"ENSRNOG00000033512",0,0,0,0,0,0,0,0
"ENSRNOG00000023847",0,0,0,0,0,0,0,0
"ENSRNOG00000021946",0,0,0,0,0,0,0,0
"ENSRNOG00000059184",0,0,0,0,0,0,0,0
"ENSRNOG00000046444",0,0,0,0,0,0,0,0
"ENSRNOG00000019613",179,191,156,177,156,244,290,278
"ENSRNOG00000056562",26,30,21,19,21,17,23,63
"ENSRNOG00000019667",29,33,11,28,13,23,26,5
"ENSRNOG00000019751",0,0,0,0,0,0,0,0
"ENSRNOG00000031368",1336,1629,1392,1578,1585,1475,1872,1825
"ENSRNOG00000019794",0,0,0,0,0,0,0,1
"ENSRNOG00000050756",0,0,0,0,0,0,0,0
"ENSRNOG00000046456",0,0,0,0,0,0,0,0
"ENSRNOG00000030863",0,0,0,0,0,0,0,0
"ENSRNOG00000030648",0,0,0,0,0,0,0,0
"ENSRNOG00000049483",0,0,0,0,0,0,0,0
"ENSRNOG00000050447",0,0,0,0,0,0,0,0
"ENSRNOG00000045879",0,0,0,0,0,0,0,0
"ENSRNOG00000030215",0,0,0,0,0,0,0,0
"ENSRNOG00000050375",0,0,0,0,0,0,0,0
"ENSRNOG00000048525",0,0,0,0,0,0,0,0
"ENSRNOG00000046628",0,0,0,0,0,0,0,0
"ENSRNOG00000028802",0,0,0,0,0,0,0,0
"ENSRNOG00000050593",0,0,0,0,0,0,0,0
"ENSRNOG00000036787",0,0,0,0,0,0,0,0
"ENSRNOG00000051586",0,0,0,0,0,0,0,0
"ENSRNOG00000051414",0,0,0,0,0,0,0,0
"ENSRNOG00000021766",0,0,0,0,0,0,0,0
"ENSRNOG00000051603",0,0,0,0,0,0,0,0
"ENSRNOG00000009791",0,0,0,0,0,0,0,0
"ENSRNOG00000047602",0,0,0,0,0,0,0,0
"ENSRNOG00000009748",0,0,0,0,0,0,0,0
"ENSRNOG00000047215",0,0,0,0,0,0,0,0
"ENSRNOG00000041471",0,0,0,0,0,0,0,0
"ENSRNOG00000054146",0,0,0,0,0,0,0,0
"ENSRNOG00000036784",0,0,0,0,0,0,0,0
"ENSRNOG00000049197",0,0,0,0,0,0,0,0
"ENSRNOG00000053711",0,0,0,0,0,0,0,0
"ENSRNOG00000060915",0,0,0,0,0,0,0,0
"ENSRNOG00000055938",0,0,0,0,0,0,0,0
"ENSRNOG00000059313",0,0,0,0,0,0,0,0
"ENSRNOG00000053648",0,0,0,0,0,0,0,0
"ENSRNOG00000059893",0,0,0,0,0,0,0,0
"ENSRNOG00000021727",0,0,0,0,0,0,0,0
"ENSRNOG00000055310",0,0,0,0,0,0,0,0
"ENSRNOG00000034061",0,0,0,0,0,0,0,0
"ENSRNOG00000046162",0,0,0,0,0,0,0,0
"ENSRNOG00000054215",0,0,0,0,0,0,0,0
"ENSRNOG00000047847",0,0,0,0,0,0,0,0
"ENSRNOG00000049778",0,0,0,0,0,0,0,0
"ENSRNOG00000049516",0,0,0,0,0,0,0,0
"ENSRNOG00000047813",0,0,0,0,0,0,0,0
"ENSRNOG00000058031",0,0,0,0,0,0,0,0
"ENSRNOG00000045907",0,0,0,0,0,0,0,0
"ENSRNOG00000045560",1,3,0,1,0,0,1,0
"ENSRNOG00000052236",31,41,35,45,49,36,40,37
"ENSRNOG00000042292",0,0,0,0,0,0,0,0
"ENSRNOG00000032092",0,0,0,0,0,0,0,0
"ENSRNOG00000030782",0,0,0,0,0,0,0,0
"ENSRNOG00000047675",0,0,0,0,0,0,0,0
"ENSRNOG00000049832",0,0,0,0,0,0,0,0
"ENSRNOG00000015082",0,0,0,0,0,0,0,0
"ENSRNOG00000015221",3444,4566,3588,4555,4021,3744,4311,3861
"ENSRNOG00000046566",76,136,92,76,61,75,80,88
"ENSRNOG00000014691",1164,1344,1198,1334,1121,1101,1326,1166
"ENSRNOG00000041603",0,0,0,0,0,0,0,0
"ENSRNOG00000014629",512,464,437,553,680,518,614,324
"ENSRNOG00000014590",8,6,9,2,14,9,8,5
"ENSRNOG00000014373",19,14,14,18,8,16,8,18
"ENSRNOG00000014214",9918,12164,9818,12383,10585,9354,10737,9435
"ENSRNOG00000054551",6,4,5,1,2,1,3,2
"ENSRNOG00000055001",3,2,2,8,0,3,0,1
"ENSRNOG00000060924",18,24,16,30,11,15,18,21
"ENSRNOG00000053089",16,17,2,18,12,5,8,15
"ENSRNOG00000013934",724,776,680,799,903,738,801,813
"ENSRNOG00000013744",161,208,204,156,188,198,202,213
"ENSRNOG00000013713",1,8,5,2,9,3,0,7
"ENSRNOG00000013591",660,871,674,709,697,640,782,919
"ENSRNOG00000013290",510,546,412,403,476,486,568,726
"ENSRNOG00000013123",4,6,9,4,7,5,11,8
"ENSRNOG00000012206",1399,1609,1170,1347,1738,1722,1866,2015
"ENSRNOG00000010752",1122,1336,1085,1115,1268,1144,1281,1794
"ENSRNOG00000010427",4508,5145,4445,5451,4736,4755,6355,5650
"ENSRNOG00000057923",0,0,2,0,0,0,1,2
"ENSRNOG00000010087",445,520,486,412,471,450,550,578
"ENSRNOG00000010017",780,836,787,801,896,821,995,855
"ENSRNOG00000058967",0,0,0,0,3,0,0,0
"ENSRNOG00000043180",0,0,0,0,0,0,0,0
"ENSRNOG00000009910",206,199,223,304,180,201,210,141
"ENSRNOG00000009812",1511,1865,1539,1890,1313,1512,1788,1718
"ENSRNOG00000027030",0,1,1,1,0,0,0,0
"ENSRNOG00000018262",4,12,10,8,6,6,7,5
"ENSRNOG00000050468",0,0,0,0,0,0,0,0
"ENSRNOG00000059835",0,0,0,0,0,0,0,0
"ENSRNOG00000017900",365,396,340,402,263,329,442,413
"ENSRNOG00000026902",4,2,0,0,3,0,3,6
"ENSRNOG00000017767",1,1,0,2,1,0,0,2
"ENSRNOG00000056820",0,0,0,0,0,0,0,0
"ENSRNOG00000017195",2285,2832,2475,2689,2373,2343,2417,2336
"ENSRNOG00000017158",18784,22099,19806,20793,19635,20289,24865,25350
"ENSRNOG00000060840",0,0,0,0,0,0,0,0
"ENSRNOG00000036293",0,0,0,0,0,0,0,0
"ENSRNOG00000029082",1,0,0,0,2,0,0,0
"ENSRNOG00000017021",658,773,698,694,811,916,907,472
"ENSRNOG00000057739",0,0,0,0,0,0,0,0
"ENSRNOG00000052068",0,0,0,0,0,0,0,0
"ENSRNOG00000026754",3553,4945,3918,4836,3933,3909,4784,5662
"ENSRNOG00000016343",0,6,2,7,6,1,8,3
"ENSRNOG00000016244",133,187,157,189,131,167,284,380
"ENSRNOG00000016210",25,35,44,34,53,42,37,45
"ENSRNOG00000015713",692,848,717,659,776,737,963,1097
"ENSRNOG00000055366",0,0,0,0,0,0,0,0
"ENSRNOG00000015488",183,184,210,196,105,185,301,294
"ENSRNOG00000054914",0,0,0,0,0,0,0,0
"ENSRNOG00000043512",0,0,0,0,0,0,0,0
"ENSRNOG00000014847",0,0,0,0,0,0,0,0
"ENSRNOG00000045087",0,0,0,0,0,0,0,0
"ENSRNOG00000014448",203,384,259,268,455,355,372,581
"ENSRNOG00000014341",408,513,397,461,493,488,568,576
"ENSRNOG00000059791",0,5,4,1,0,2,4,0
"ENSRNOG00000057818",1,5,0,0,0,0,0,0
"ENSRNOG00000014318",0,0,0,0,0,0,0,0
"ENSRNOG00000013176",1286,1617,1267,1203,1187,1395,1602,2238
"ENSRNOG00000033924",0,0,0,0,0,1,0,3
"ENSRNOG00000051128",0,0,0,0,0,0,0,0
"ENSRNOG00000056322",0,0,0,0,0,0,0,0
"ENSRNOG00000058003",32,31,27,15,64,45,86,53
"ENSRNOG00000012258",364,396,377,431,428,348,457,995
"ENSRNOG00000039241",438,485,404,456,319,463,535,586
"ENSRNOG00000047039",0,0,0,0,0,0,0,0
"ENSRNOG00000048649",0,0,0,0,0,0,0,0
"ENSRNOG00000041637",0,0,0,0,0,0,0,0
"ENSRNOG00000025122",0,0,0,0,0,0,0,0
"ENSRNOG00000057623",4256,4997,3876,4505,4559,4431,5251,6516
"ENSRNOG00000011745",2064,2615,2087,2457,2472,2265,2578,3362
"ENSRNOG00000032130",59,67,91,81,101,69,88,87
"ENSRNOG00000061369",19,15,24,16,17,6,13,37
"ENSRNOG00000011417",2237,2813,2877,3075,1793,1904,2327,2226
"ENSRNOG00000011367",100,106,88,90,79,74,96,98
"ENSRNOG00000011130",2,2,1,1,0,4,2,4
"ENSRNOG00000011074",3,1,0,1,0,0,2,0
"ENSRNOG00000024712",32,28,28,59,32,49,51,14
"ENSRNOG00000057287",0,0,0,0,0,0,0,0
"ENSRNOG00000058640",0,0,0,0,0,0,0,0
"ENSRNOG00000020456",5691,7336,5734,8871,5626,5609,6796,8933
"ENSRNOG00000020477",16,15,5,11,22,10,13,12
"ENSRNOG00000020479",1773,2380,1892,2051,1702,1973,2161,2512
"ENSRNOG00000057762",3,1,5,11,4,2,5,6
"ENSRNOG00000051825",11,17,9,4,7,14,15,14
"ENSRNOG00000024602",224,244,256,244,240,277,280,294
"ENSRNOG00000053659",2446,3052,2499,2940,2720,2540,2679,2921
"ENSRNOG00000051795",0,0,1,1,0,1,0,0
"ENSRNOG00000020514",6,12,13,3,14,9,15,5
"ENSRNOG00000053985",0,1,0,0,0,0,0,0
"ENSRNOG00000059173",0,0,0,0,0,0,0,0
"ENSRNOG00000030807",1099,1325,1189,1178,1205,1232,1544,1277
"ENSRNOG00000056658",417,409,541,492,153,250,334,278
"ENSRNOG00000062034",0,0,0,0,0,0,0,0
"ENSRNOG00000061992",0,0,0,0,0,0,0,0
"ENSRNOG00000018320",5679,7271,6498,7751,6887,6337,6552,5985
"ENSRNOG00000017751",2444,3053,2463,2168,3867,3525,4424,4601
"ENSRNOG00000047386",2152,2267,2067,2120,1618,1865,2221,2453
"ENSRNOG00000051465",0,2,0,0,0,0,0,0
"ENSRNOG00000057326",3,2,3,0,7,0,3,4
"ENSRNOG00000017136",706,910,608,603,743,681,735,705
"ENSRNOG00000036762",2,2,0,0,3,2,5,2
"ENSRNOG00000051432",0,1,1,0,0,1,0,0
"ENSRNOG00000017012",280,339,249,287,322,286,294,318
"ENSRNOG00000016679",25,24,12,17,6,23,24,15
"ENSRNOG00000062071",0,0,0,0,0,0,0,0
"ENSRNOG00000057531",0,0,0,0,0,0,0,0
"ENSRNOG00000036760",1,2,1,2,5,3,1,2
"ENSRNOG00000048270",221,235,148,312,225,224,252,240
"ENSRNOG00000050445",739,910,684,559,798,726,851,844
"ENSRNOG00000027405",1140,1242,1081,1118,1161,1215,1279,1307
"ENSRNOG00000016063",761,958,736,1029,768,866,946,989
"ENSRNOG00000055386",1,0,0,2,0,0,1,0
"ENSRNOG00000046147",449,481,379,575,454,444,499,529
"ENSRNOG00000036758",18,25,6,25,19,22,23,17
"ENSRNOG00000059323",0,3,0,1,0,0,61,0
"ENSRNOG00000016013",1194,1517,1325,1469,913,1085,1163,788
"ENSRNOG00000023863",1,1,0,0,0,1,5,0
"ENSRNOG00000057396",1964,2289,2057,1878,1632,1359,1507,1479
"ENSRNOG00000060321",0,0,0,0,0,0,0,0
"ENSRNOG00000015716",7,7,12,21,9,9,22,23
